fid,content,clearcontent,lei
1088,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入600 call值！离成功还差7190143call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·鸿晨商务楼  ???,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在     中为Mr_凡先生倾情投入600 call值！离成功还差7190143call值，快来与我并肩作战！ >>>        ,0
2203,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入600 call值！离成功还差7190143call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·鸿晨商务楼  ???,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在     中为Mr_凡先生倾情投入600 call值！离成功还差7190143call值，快来与我并肩作战！ >>>        ,0
2587,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入600 call值！离成功还差9988388call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·北京语言大学  ???,为了让Mr_凡先生获得热搜称号：跨界设计达人，我在     中为Mr_凡先生倾情投入600 call值！离成功还差9988388call值，快来与我并肩作战！ >>>        ,0
4817,为了让Mr_凡先生获得热搜称号：帅到飞起，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入249 call值！离成功还差19999751call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·木樨园  ???,为了让Mr_凡先生获得热搜称号：帅到飞起，我在     中为Mr_凡先生倾情投入249 call值！离成功还差19999751call值，快来与我并肩作战！ >>>        ,0
8458,为了让Mr_凡先生获得热搜称号：嘻哈王者，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入121 call值！离成功还差11172332call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·北京印刷学院本部  ???,为了让Mr_凡先生获得热搜称号：嘻哈王者，我在     中为Mr_凡先生倾情投入121 call值！离成功还差11172332call值，快来与我并肩作战！ >>>        ,0
8769,为了让Mr_凡先生获得热搜称号：自由灵魂，我在  #热搜疯狂打call#  中为Mr_凡先生倾情投入600 call值！离成功还差5285361call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·甘家口  ???,为了让Mr_凡先生获得热搜称号：自由灵魂，我在     中为Mr_凡先生倾情投入600 call值！离成功还差5285361call值，快来与我并肩作战！ >>>        ,0
6742,为了让M鹿M获得热搜称号：唱跳全能，我在  #热搜疯狂打call#  中为M鹿M倾情投入902 call值！离成功还差10938965call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·沙河  ???,为了让M鹿M获得热搜称号：唱跳全能，我在     中为M鹿M倾情投入902 call值！离成功还差10938965call值，快来与我并肩作战！ >>>        ,0
5983,为了让M鹿M获得热搜称号：超级冠军，我在  #热搜疯狂打call#  中为M鹿M倾情投入600 call值！离成功还差1390538call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·五道口  ???,为了让M鹿M获得热搜称号：超级冠军，我在     中为M鹿M倾情投入600 call值！离成功还差1390538call值，快来与我并肩作战！ >>>        ,0
10330,为了让M鹿M获得热搜称号：超级冠军，我在  #热搜疯狂打call#  中为M鹿M倾情投入600 call值！离成功还差16660089call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·新源里  ???,为了让M鹿M获得热搜称号：超级冠军，我在     中为M鹿M倾情投入600 call值！离成功还差16660089call值，快来与我并肩作战！ >>>        ,0
2104,为了让M鹿M获得热搜称号：吉尼斯收割机，我在  #热搜疯狂打call#  中为M鹿M倾情投入600 call值！离成功还差12787713call值，快来与我并肩作战！ >>>  http://t.cn/RYDTJBy 鹿晗上海堡垒# #鹿晗#   北京·李桥  ???,为了让M鹿M获得热搜称号：吉尼斯收割机，我在     中为M鹿M倾情投入600 call值！离成功还差12787713call值，快来与我并肩作战！ >>>    鹿晗上海堡垒 鹿晗     ,0
2690,为了让M鹿M获得热搜称号：年轻就是敢啊，我在  #热搜疯狂打call#  中为M鹿M倾情投入600 call值！离成功还差17515670call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·劲松  ???,为了让M鹿M获得热搜称号：年轻就是敢啊，我在     中为M鹿M倾情投入600 call值！离成功还差17515670call值，快来与我并肩作战！ >>>        ,0
6169,为了让M鹿M获得热搜称号：破洞裤专业户，我在  #热搜疯狂打call#  中为M鹿M倾情投入181 call值！离成功还差7911240call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·中国科学院大学本部  ???,为了让M鹿M获得热搜称号：破洞裤专业户，我在     中为M鹿M倾情投入181 call值！离成功还差7911240call值，快来与我并肩作战！ >>>        ,0
8534,为了让M鹿M获得热搜称号：正能量新青年，我在  #热搜疯狂打call#  中为M鹿M倾情投入50 call值！离成功还差5863792call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·国家博物馆  ???,为了让M鹿M获得热搜称号：正能量新青年，我在     中为M鹿M倾情投入50 call值！离成功还差5863792call值，快来与我并肩作战！ >>>        ,0
7826,为了让M鹿M获得热搜称号：终身红魔，我在  #热搜疯狂打call#  中为M鹿M倾情投入600 call值！离成功还差1234404call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·潭柘寺  ???,为了让M鹿M获得热搜称号：终身红魔，我在     中为M鹿M倾情投入600 call值！离成功还差1234404call值，快来与我并肩作战！ >>>        ,0
672,为了让TFBOYS-王俊凯获得热搜称号：全能艺人，我在  #热搜疯狂打call#  中为TFBOYS-王俊凯倾情投入10 call值！离成功还差9118536call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·中国石油大学  ???,为了让TFBOYS-王俊凯获得热搜称号：全能艺人，我在     中为TFBOYS-王俊凯倾情投入10 call值！离成功还差9118536call值，快来与我并肩作战！ >>>        ,0
5951,为了让TFBOYS-王俊凯获得热搜称号：绅士典范，我在  #热搜疯狂打call#  中为TFBOYS-王俊凯倾情投入600 call值！离成功还差17115520call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·林业大学  ???,为了让TFBOYS-王俊凯获得热搜称号：绅士典范，我在     中为TFBOYS-王俊凯倾情投入600 call值！离成功还差17115520call值，快来与我并肩作战！ >>>        ,0
4018,为了让TFBOYS-王源获得热搜称号：时尚翘楚，我在  #热搜疯狂打call#  中为TFBOYS-王源倾情投入600 call值！离成功还差9858275call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·昌平镇  ???,为了让TFBOYS-王源获得热搜称号：时尚翘楚，我在     中为TFBOYS-王源倾情投入600 call值！离成功还差9858275call值，快来与我并肩作战！ >>>        ,0
4381,为了让TFBOYS-王源获得热搜称号：文艺青年，我在  #热搜疯狂打call#  中为TFBOYS-王源倾情投入600 call值！离成功还差17151749call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·沙河  ???,为了让TFBOYS-王源获得热搜称号：文艺青年，我在     中为TFBOYS-王源倾情投入600 call值！离成功还差17151749call值，快来与我并肩作战！ >>>        ,0
9649,为了让TFBOYS-易烊千玺获得热搜称号：八块腹肌，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入112 call值！离成功还差13496289call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·百子湾  ???,为了让TFBOYS-易烊千玺获得热搜称号：八块腹肌，我在     中为TFBOYS-易烊千玺倾情投入112 call值！离成功还差13496289call值，快来与我并肩作战！ >>>        ,0
10489,为了让TFBOYS-易烊千玺获得热搜称号：顶级流量，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入391 call值！离成功还差18779707call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·百子湾  ???,为了让TFBOYS-易烊千玺获得热搜称号：顶级流量，我在     中为TFBOYS-易烊千玺倾情投入391 call值！离成功还差18779707call值，快来与我并肩作战！ >>>        ,0
7973,为了让TFBOYS-易烊千玺获得热搜称号：火羊宝棒棒哒，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入110 call值！离成功还差19999890call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·阳光乐府  ???,为了让TFBOYS-易烊千玺获得热搜称号：火羊宝棒棒哒，我在     中为TFBOYS-易烊千玺倾情投入110 call值！离成功还差19999890call值，快来与我并肩作战！ >>>        ,0
4044,为了让TFBOYS-易烊千玺获得热搜称号：今天要开心哟，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入13 call值！离成功还差16895811call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·沙河  ???,为了让TFBOYS-易烊千玺获得热搜称号：今天要开心哟，我在     中为TFBOYS-易烊千玺倾情投入13 call值！离成功还差16895811call值，快来与我并肩作战！ >>>        ,0
271,为了让TFBOYS-易烊千玺获得热搜称号：朗月清风，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差5700707call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·金鱼池中街2号院  ???,为了让TFBOYS-易烊千玺获得热搜称号：朗月清风，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差5700707call值，快来与我并肩作战！ >>>        ,0
6793,为了让TFBOYS-易烊千玺获得热搜称号：时尚巅峰力量，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入19 call值！离成功还差10797207call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·北京工业大学耿丹学院  ???,为了让TFBOYS-易烊千玺获得热搜称号：时尚巅峰力量，我在     中为TFBOYS-易烊千玺倾情投入19 call值！离成功还差10797207call值，快来与我并肩作战！ >>>        ,0
3937,为了让TFBOYS-易烊千玺获得热搜称号：时尚巅峰力量，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入370 call值！离成功还差10955134call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·昌平镇  ???,为了让TFBOYS-易烊千玺获得热搜称号：时尚巅峰力量，我在     中为TFBOYS-易烊千玺倾情投入370 call值！离成功还差10955134call值，快来与我并肩作战！ >>>        ,0
3440,为了让TFBOYS-易烊千玺获得热搜称号：手控福利，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差11354081call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·庞各庄镇  ???,为了让TFBOYS-易烊千玺获得热搜称号：手控福利，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差11354081call值，快来与我并肩作战！ >>>        ,0
4517,为了让TFBOYS-易烊千玺获得热搜称号：手控福利，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差11354081call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·庞各庄镇  ???,为了让TFBOYS-易烊千玺获得热搜称号：手控福利，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差11354081call值，快来与我并肩作战！ >>>        ,0
6674,为了让TFBOYS-易烊千玺获得热搜称号：新年快乐，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差7730990call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·庞各庄镇  ???,为了让TFBOYS-易烊千玺获得热搜称号：新年快乐，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差7730990call值，快来与我并肩作战！ >>>        ,0
409,为了让TFBOYS-易烊千玺获得热搜称号：颜即正义，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差14782662call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·崇文区 金鱼池社区  ???,为了让TFBOYS-易烊千玺获得热搜称号：颜即正义，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差14782662call值，快来与我并肩作战！ >>>       金鱼池社区  ,0
10275,为了让TFBOYS-易烊千玺获得热搜称号：一人一个乐队，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入1246 call值！离成功还差3683838call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·鼓楼街区  ???,为了让TFBOYS-易烊千玺获得热搜称号：一人一个乐队，我在     中为TFBOYS-易烊千玺倾情投入1246 call值！离成功还差3683838call值，快来与我并肩作战！ >>>        ,0
2717,为了让TFBOYS-易烊千玺获得热搜称号：珍贵的他，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差18147228call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·北京第二外国语学院  ???,为了让TFBOYS-易烊千玺获得热搜称号：珍贵的他，我在     中为TFBOYS-易烊千玺倾情投入600 call值！离成功还差18147228call值，快来与我并肩作战！ >>>        ,0
7099,为了让TFBOYS-易烊千玺获得热搜称号：最善良的小孩，我在  #热搜疯狂打call#  中为TFBOYS-易烊千玺倾情投入150 call值！离成功还差4253916call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·大望路  ???,为了让TFBOYS-易烊千玺获得热搜称号：最善良的小孩，我在     中为TFBOYS-易烊千玺倾情投入150 call值！离成功还差4253916call值，快来与我并肩作战！ >>>        ,0
6878,为了让TFBOYS组合获得热搜称号：三兄弟三胞胎，我在  #热搜疯狂打call#  中为TFBOYS组合倾情投入110 call值！离成功还差19907354call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·贵友大厦  ???,为了让TFBOYS组合获得热搜称号：三兄弟三胞胎，我在     中为TFBOYS组合倾情投入110 call值！离成功还差19907354call值，快来与我并肩作战！ >>>        ,0
1921,为了让TFBOYS组合获得热搜称号：亚洲天团，我在  #热搜疯狂打call#  中为TFBOYS组合倾情投入600 call值！离成功还差6888613call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·北七家  ???,为了让TFBOYS组合获得热搜称号：亚洲天团，我在     中为TFBOYS组合倾情投入600 call值！离成功还差6888613call值，快来与我并肩作战！ >>>        ,0
161,为了让William威廉陈伟霆获得热搜称号：百变男神，我在  #热搜疯狂打call#  中为William威廉陈伟霆倾情投入600 call值！离成功还差5781879call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   光明居民西小区  ???,为了让William威廉陈伟霆获得热搜称号：百变男神，我在     中为William威廉陈伟霆倾情投入600 call值！离成功还差5781879call值，快来与我并肩作战！ >>>      光明居民西小区  ,0
4463,为了让William威廉陈伟霆获得热搜称号：不设限演技派，我在  #热搜疯狂打call#  中为William威廉陈伟霆倾情投入100 call值！离成功还差19706367call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·角门西  ???,为了让William威廉陈伟霆获得热搜称号：不设限演技派，我在     中为William威廉陈伟霆倾情投入100 call值！离成功还差19706367call值，快来与我并肩作战！ >>>        ,0
6014,为了让William威廉陈伟霆获得热搜称号：不设限演技派，我在  #热搜疯狂打call#  中为William威廉陈伟霆倾情投入600 call值！离成功还差4683864call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   康宁小区  ???,为了让William威廉陈伟霆获得热搜称号：不设限演技派，我在     中为William威廉陈伟霆倾情投入600 call值！离成功还差4683864call值，快来与我并肩作战！ >>>      康宁小区  ,0
5062,为了让William威廉陈伟霆获得热搜称号：无价之饱，我在  #热搜疯狂打call#  中为William威廉陈伟霆倾情投入600 call值！离成功还差19660772call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·亦庄  ???,为了让William威廉陈伟霆获得热搜称号：无价之饱，我在     中为William威廉陈伟霆倾情投入600 call值！离成功还差19660772call值，快来与我并肩作战！ >>>        ,0
9982,为了让X玖少年团伍嘉成获得热搜称号：天生可爱，我在  #热搜疯狂打call#  中为X玖少年团伍嘉成倾情投入166 call值！离成功还差19731498call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·保利·茉莉公馆  ???,为了让X玖少年团伍嘉成获得热搜称号：天生可爱，我在     中为X玖少年团伍嘉成倾情投入166 call值！离成功还差19731498call值，快来与我并肩作战！ >>>      ·茉莉公馆  ,0
240,为了让X玖少年团伍嘉成获得热搜称号：天生可爱，我在  #热搜疯狂打call#  中为X玖少年团伍嘉成倾情投入600 call值！离成功还差5380801call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·保利·茉莉公馆  ???,为了让X玖少年团伍嘉成获得热搜称号：天生可爱，我在     中为X玖少年团伍嘉成倾情投入600 call值！离成功还差5380801call值，快来与我并肩作战！ >>>      ·茉莉公馆  ,0
8787,为了让陈都灵获得热搜称号：最好的小姐姐，我在  #热搜疯狂打call#  中为陈都灵倾情投入600 call值！离成功还差19769617call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   @陈都灵   #陈都灵# #陈都灵解忧杂货店# #如果爱陈都灵# #陈都灵鸣鸿传# #陈都灵电影双生#   北京·新华联（商圈）  ???,为了让陈都灵获得热搜称号：最好的小姐姐，我在     中为陈都灵倾情投入600 call值！离成功还差19769617call值，快来与我并肩作战！ >>>                      （商圈）  ,0
1282,为了让窦骁获得热搜称号：闪亮笑容，我在  #热搜疯狂打call#  中为窦骁倾情投入600 call值！离成功还差13597011call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·垂西里社区  ???,为了让窦骁获得热搜称号：闪亮笑容，我在     中为窦骁倾情投入600 call值！离成功还差13597011call值，快来与我并肩作战！ >>>        ,0
2667,为了让窦骁获得热搜称号：闪亮笑容，我在  #热搜疯狂打call#  中为窦骁倾情投入600 call值！离成功还差14321032call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·燕莎友谊商城金源店  ???,为了让窦骁获得热搜称号：闪亮笑容，我在     中为窦骁倾情投入600 call值！离成功还差14321032call值，快来与我并肩作战！ >>>        ,0
8606,为了让歌手李健获得热搜称号：音乐诗人，我在  #热搜疯狂打call#  中为歌手李健倾情投入600 call值！离成功还差5952048call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·东四块玉北街小区  ???,为了让歌手李健获得热搜称号：音乐诗人，我在     中为歌手李健倾情投入600 call值！离成功还差5952048call值，快来与我并肩作战！ >>>        ,0
4145,为了让韩庚获得热搜称号：完美侧颜，我在  #热搜疯狂打call#  中为韩庚倾情投入68 call值！离成功还差18342515call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·温馨家园  ???,为了让韩庚获得热搜称号：完美侧颜，我在     中为韩庚倾情投入68 call值！离成功还差18342515call值，快来与我并肩作战！ >>>        ,0
4822,为了让红花会PG_ONE获得热搜称号：超有态度，我在  #热搜疯狂打call#  中为红花会PG_ONE倾情投入600 call值！离成功还差10223616call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·小西天  ???,为了让红花会PG_ONE获得热搜称号：超有态度，我在     中为红花会PG_ONE倾情投入600 call值！离成功还差10223616call值，快来与我并肩作战！ >>>        ,0
681,为了让红花会PG_ONE获得热搜称号：实至名归，我在  #热搜疯狂打call#  中为红花会PG_ONE倾情投入600 call值！离成功还差8568387call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·后沙峪地区  ???,为了让红花会PG_ONE获得热搜称号：实至名归，我在     中为红花会PG_ONE倾情投入600 call值！离成功还差8568387call值，快来与我并肩作战！ >>>        ,0
4421,为了让红花会PG_ONE获得热搜称号：说唱王者，我在  #热搜疯狂打call#  中为红花会PG_ONE倾情投入30 call值！离成功还差10087857call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   哈尔滨·黑龙江大学  ???,为了让红花会PG_ONE获得热搜称号：说唱王者，我在     中为红花会PG_ONE倾情投入30 call值！离成功还差10087857call值，快来与我并肩作战！ >>>      哈尔滨·黑龙江大学  ,0
4372,为了让侯明昊Neo获得热搜称号：超能少年，我在  #热搜疯狂打call#  中为侯明昊Neo倾情投入15 call值！离成功还差13236957call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·燕王庄村  ???,为了让侯明昊Neo获得热搜称号：超能少年，我在     中为侯明昊Neo倾情投入15 call值！离成功还差13236957call值，快来与我并肩作战！ >>>        ,0
614,为了让侯明昊Neo获得热搜称号：超能少年，我在  #热搜疯狂打call#  中为侯明昊Neo倾情投入600 call值！离成功还差1302791call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·高塔小区  ???,为了让侯明昊Neo获得热搜称号：超能少年，我在     中为侯明昊Neo倾情投入600 call值！离成功还差1302791call值，快来与我并肩作战！ >>>        ,0
9369,为了让侯明昊Neo获得热搜称号：超能少年，我在  #热搜疯狂打call#  中为侯明昊Neo倾情投入600 call值！离成功还差8836792call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·高塔小区  ???,为了让侯明昊Neo获得热搜称号：超能少年，我在     中为侯明昊Neo倾情投入600 call值！离成功还差8836792call值，快来与我并肩作战！ >>>        ,0
9216,为了让胡兵获得热搜称号：中国绅士，我在  #热搜疯狂打call#  中为胡兵倾情投入10 call值！离成功还差19999045call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·前门大栅栏  ???,为了让胡兵获得热搜称号：中国绅士，我在     中为胡兵倾情投入10 call值！离成功还差19999045call值，快来与我并肩作战！ >>>        ,0
7141,为了让胡歌获得热搜称号：实力品质演员，我在  #热搜疯狂打call#  中为胡歌倾情投入600 call值！离成功还差10210296call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·上地社区  ???,为了让胡歌获得热搜称号：实力品质演员，我在     中为胡歌倾情投入600 call值！离成功还差10210296call值，快来与我并肩作战！ >>>        ,0
3779,为了让胡歌获得热搜称号：我家老胡，我在  #热搜疯狂打call#  中为胡歌倾情投入110 call值！离成功还差16430015call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·中国青年政治学院  ???,为了让胡歌获得热搜称号：我家老胡，我在     中为胡歌倾情投入110 call值！离成功还差16430015call值，快来与我并肩作战！ >>>        ,0
2102,为了让胡一天啊获得热搜称号：原创博主，我在  #热搜疯狂打call#  中为胡一天啊倾情投入600 call值！离成功还差10406496call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·崔村镇  ???,为了让胡一天啊获得热搜称号：原创博主，我在     中为胡一天啊倾情投入600 call值！离成功还差10406496call值，快来与我并肩作战！ >>>        ,0
5476,为了让黄致列HCY获得热搜称号：金牌歌手，我在  #热搜疯狂打call#  中为黄致列HCY倾情投入600 call值！离成功还差11392365call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·宣武门  ???,为了让黄致列HCY获得热搜称号：金牌歌手，我在     中为黄致列HCY倾情投入600 call值！离成功还差11392365call值，快来与我并肩作战！ >>>        ,0
578,为了让李易峰获得热搜称号：励志明星作家，我在  #热搜疯狂打call#  中为李易峰倾情投入100 call值！离成功还差13465938call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·北京信息科技大学(小营校区)  ???,为了让李易峰获得热搜称号：励志明星作家，我在     中为李易峰倾情投入100 call值！离成功还差13465938call值，快来与我并肩作战！ >>>      (小营校区)  ,0
2047,为了让李易峰获得热搜称号：猫性少年，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差17340862call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·呼家楼/红庙  ???,为了让李易峰获得热搜称号：猫性少年，我在     中为李易峰倾情投入600 call值！离成功还差17340862call值，快来与我并肩作战！ >>>      /红庙  ,0
455,为了让李易峰获得热搜称号：猫性少年，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差2365506call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·石榴庄  ???,为了让李易峰获得热搜称号：猫性少年，我在     中为李易峰倾情投入600 call值！离成功还差2365506call值，快来与我并肩作战！ >>>        ,0
8925,为了让李易峰获得热搜称号：猫性少年，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差2417258call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·石榴庄  ???,为了让李易峰获得热搜称号：猫性少年，我在     中为李易峰倾情投入600 call值！离成功还差2417258call值，快来与我并肩作战！ >>>        ,0
72,为了让李易峰获得热搜称号：青年演员，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差19345323call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·新华街五里(东区)  ???,为了让李易峰获得热搜称号：青年演员，我在     中为李易峰倾情投入600 call值！离成功还差19345323call值，快来与我并肩作战！ >>>      (东区)  ,0
1302,为了让李易峰获得热搜称号：拽而有礼，我在  #热搜疯狂打call#  中为李易峰倾情投入80 call值！离成功还差18262107call值，快来与我并肩作战！ >>>  http://t.cn/RYDH9U0 李易峰  北京·沙河  ???,为了让李易峰获得热搜称号：拽而有礼，我在     中为李易峰倾情投入80 call值！离成功还差18262107call值，快来与我并肩作战！ >>>    李易峰    ,0
2845,为了让李易峰获得热搜称号：资深球迷，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差17680124call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·欣桥家园  ???,为了让李易峰获得热搜称号：资深球迷，我在     中为李易峰倾情投入600 call值！离成功还差17680124call值，快来与我并肩作战！ >>>        ,0
6146,为了让李易峰获得热搜称号：最称职代言人，我在  #热搜疯狂打call#  中为李易峰倾情投入600 call值！离成功还差8006149call值，快来与我并肩作战！ >>>  http://t.cn/RYDH9U0 李易峰  北京·沙河  ???,为了让李易峰获得热搜称号：最称职代言人，我在     中为李易峰倾情投入600 call值！离成功还差8006149call值，快来与我并肩作战！ >>>    李易峰    ,0
5765,为了让李宇春获得热搜称号：零点压轴，我在  #热搜疯狂打call#  中为李宇春倾情投入600 call值！离成功还差19804999call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·甘家口  ???,为了让李宇春获得热搜称号：零点压轴，我在     中为李宇春倾情投入600 call值！离成功还差19804999call值，快来与我并肩作战！ >>>        ,0
8289,为了让李宇春获得热搜称号：年轻气盛，我在  #热搜疯狂打call#  中为李宇春倾情投入600 call值！离成功还差11988975call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·三里屯SOHO  ???,为了让李宇春获得热搜称号：年轻气盛，我在     中为李宇春倾情投入600 call值！离成功还差11988975call值，快来与我并肩作战！ >>>        ,0
523,为了让李宇春获得热搜称号：年轻气盛，我在  #热搜疯狂打call#  中为李宇春倾情投入600 call值！离成功还差19420966call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·青龙桥街区  ???,为了让李宇春获得热搜称号：年轻气盛，我在     中为李宇春倾情投入600 call值！离成功还差19420966call值，快来与我并肩作战！ >>>        ,0
5725,为了让李宇春获得热搜称号：舞台皇后，我在  #热搜疯狂打call#  中为李宇春倾情投入600 call值！离成功还差16689552call值，快来与我并肩作战！ >>>  http://t.cn/RTv4o8A   北京·青龙桥街区  ???,为了让李宇春获得热搜称号：舞台皇后，我在     中为李宇春倾情投入600 call值！离成功还差16689552call值，快来与我并肩作战！ >>>        ,0
8574,为了让李宇春获得热搜称号：舞台皇后，我在  #热搜疯狂打call#  中为李宇春倾情投入780 call值！离成功还差17861552call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·清河  ???,为了让李宇春获得热搜称号：舞台皇后，我在     中为李宇春倾情投入780 call值！离成功还差17861552call值，快来与我并肩作战！ >>>        ,0
69,为了让林更新获得热搜称号：帅裂苍穹，我在  #热搜疯狂打call#  中为林更新倾情投入600 call值！离成功还差16641078call值，快来与我并肩作战！ >>>  http://t.cn/RYdeCHo   北京·光大花园  ???,为了让林更新获得热搜称号：帅裂苍穹，我在     中为林更新倾情投入600 call值！离成功还差16641078call值，快来与我并肩作战！ >>>        ,0
